,episode_idx,round,topic,message,response,knowledge,gold
35,23,3,Starbucks,"in is really incredible, i really like their frapuchinnos","i ' m not sure , but i do know that they serve hot and cold coffee .","Starbucks locations serve hot and cold drinks, whole-bean coffee, microground instant coffee known as VIA, espresso, caffe latte, full- and loose-leaf teas including Teavana tea products, Evolution Fresh juices, Frappuccino beverages, La Boulange pastries, and snacks including items such as chips and crackers; some offerings (including their annual fall launch of the Pumpkin Spice Latte) are seasonal or specific to the locality of the store.","YEs, Starbucks really has a range of drinks! I like a pumpkin Spice Latte myself."
36,26,0,Skunk,I have always wanted a pet skunk. I'm not sure if that's a good idea though.,skunks are known for their ability to spray a strong unpleasant smell .,The animals are known for their ability to spray a liquid with a strong unpleasant smell.,"It certainly seems risky as the animals are known for their ability to spray a liquid with a strong, unpleasant smell."
37,27,0,Lady Gaga,,my favorite artist is lady gaga . she is known for her unconventionality and provocative work .,She is known for her unconventionality and provocative work as well as experimenting with new images.,"Lady Gaga is so weird but interesting as well, since she is so well known for her provocative and unconventional work."
38,28,0,The Beatles,,"have you ever heard of the song "" love me do "" ?","Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.","I love The Beatles, Love Me Do is one of my favorite songs of theirs, made all the way back in late 1962."
39,28,1,The Beatles,"The Beatles are a classic, when did they first form?","i ' m not sure , but they formed in liverpool in 1960 .",The Beatles were an English rock band formed in Liverpool in 1960.,I believe they formed in Liverpool in 1960.
40,28,2,The Beatles,"Such a long time ago, arguably the biggest band of all time, had such a massive impact on the music industry. Who was your favorite member?","i ' m not sure , but i do know that ringo starr began in 1962 .","The core trio of Lennon, McCartney and Harrison went through a succession of drummers, including Pete Best, before asking Starr to join them in 1962.","It has to be Ringo Starr, who didn't join until 1962 after they tried a few other drummers, guess he was that good they knew he was the one."
41,29,0,Vegetarianism,"hello, are you a vegetarian?","yes , vegetarianism is the practice of abstaining from the consumption of meat","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, and the flesh of any other animal), and may also include abstention from by-products of animal slaughter.",It just so happens that I am. I abstain from eating meat.
42,30,4,Comic book,"Nice, I'll have to check them out one day! What else can you tell me about comic books?",i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.","Balloons, text lines, characters, and panels are the key elements of comic books."
43,32,0,Heavy metal music,,heavy metal has roots in blues rock and psychedelic / acid rock,"With roots in blues rock and psychedelic/acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness.",Heavy metal music has roots in blues and acid rock.
44,33,0,Skateboarding,"Skateboarding is a hobby of mine, I am not good at it, but I like it",skateboarding is an action sport that involves riding and performing tricks .,Skateboarding is an action sport which involves riding and performing tricks using a skateboard.,"I used to skateboard, but I really didn't have a lot of tricks up my sleeve. Most of the time I was just babysitting my younger brother at skate parks."
45,33,3,Skateboarding,"It was on the n64, it was really cool hoe you could sometimes skate through the walls..lol...I like the tricks like the ollie",do you ever play the kickflip ? it was invented by rodney mullen .,"The first flip trick called a kickflip, originally called a ""magic flip,"" was invented by professional skateboarder Rodney Mullen.","I remember once I learned to do an ollie myself, I tried to move to the kickflip. I don't think I ever mastered the kickflip."
46,34,0,Netflix,I love me some Netflix! Do you like it?,netflix is an american entertainment company founded in 1997 by reed hastings and marc randolph .,"Netflix is an American entertainment company founded by Reed Hastings and Marc Randolph on August 29, 1997, in Scotts Valley, California.","Yeah I love Netflix, which is an American company."
47,243,1,Beetroot,"Ha, yes! He is my hero! I love that show.",that ' s awesome ! beetroot is used as food coloring .,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",I found out beets are not only used for food but also food coloring and medacine
48,36,0,Yoga,I was thinking about becoming a yoga instructor but I don't know much about it. Do you?,"it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","I do. The word yoga means ""listen"" in Sanskrit. It's a group of practices of both a physical and spiritual bent."
49,36,1,Yoga,Oh really? Listen....... that is interesting. I guess listen to your body?,"i ' m not sure , but i do know it has a meditative and spiritual core .","Yoga in Indian traditions, however, is more than physical exercise; it has a meditative and spiritual core.","Kind of, yes. In India where yoga comes from, it is more than physical exercise. Meditation and spirituality are also an important part of the practice."
50,36,4,Yoga,"Yes, they are so merciful to bring this knowledge to the west. We are so fortunate!",the most well known types of yoga are hatha yoga and rāja yoga .,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,"Indeed we are. If you're looking to get into yoga, the two most popular types are Hatha yoga and Raja yoga. Might be worth looking into!"
51,39,0,Toyota,,toyota is one of the world ' s leader in hybrid vehicles .,"Toyota is the world's market leader in sales of hybrid electric vehicles, and one of the largest companies to encourage the mass-market adoption of hybrid vehicles across the globe.",Do you like Toyota vehicles?  They are the worlds largest market leader in sales of hybrid electric vehicles
52,40,1,Halloween,"Yeah, it's such a fun time! You can still have fun as an adult though. There's plenty of activities to do. Do you know how long people have been celebrating Halloween?","i ' m not sure , but it originated from celtic harvest festivals .","It is widely believed that many Halloween traditions originated from ancient Celtic harvest festivals, particularly the Gaelic festival Samhain; that such festivals may have had pagan roots; and that Samhain itself was Christianized as Halloween by the early Church.","Not exactly but it's believed that Halloween traditions date back to ancient Celtic harvest festivals, so it must be a really old holiday!"
53,41,0,The New York Times,,have you ever been to new york york times ? it ' s a newspaper based in new york city .,"The New York Times (sometimes abbreviated as The"" ""NYT or The Times) is an American newspaper based in New York City with worldwide influence and readership.",The New York Times is a great newspaper.
54,41,1,The New York Times,Ok when was it founded?,it was founded in 1851 and has won 122 pulitzer prizes,"Founded in 1851, the paper has won 122 Pulitzer Prizes, more than any other newspaper.","It was founded a while back, in 1851."
55,249,1,Veganism,I do at the moment as I am a new comer to Veganism. Do you know much about it and what foods are best?,"i ' m not sure , but i do know that there are ethical vegans that extend the philosophy into other areas of their lives .","The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",When I was doing research into it I came accross a great group called Vegan action which give you so much info and advice. They also explained the different types of vegan to me - ie dietary vegans and ethical vegans.
56,42,0,Classical music,,i love listening to classical music . it is rooted in western culture .,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",I greatly enjoy listening to Classical music. It has a rich history rooted in the traditions of Western culture.
57,44,0,Jamaica,,have you ever been to jamaica ? it ' s an island country in the caribbean .,Jamaica () is an island country situated in the Caribbean Sea.,My favorite place to travel to is Jamaica! It's an island in the Caribbean sea! Have you been?
58,45,0,Snake,,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.","I saw a documentary on snakes, did you realize they have skulls, that let them swallow prey much larger than their head?"
59,45,1,Snake,"i know, they are pretty awesome. did you see how they manage to breath while they're eating?","i ' m not sure , but they have paired organs in front of each other .","To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung.","Wild, their paired organs aren't side-by-side and they only have one lung, because of their narrow body."
60,46,2,Unicycle,the only thing i know about unicycles that they were make in the 1870s,it was first published in 1869 by frederick myers .,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,Yes there were a couple patents. One by Frederick Myers and the other by Battista Scuri.
61,47,0,Sculpture,,sculpture is a branch of the visual arts that operates in three dimensions,Sculpture is the branch of the visual arts that operates in three dimensions.,"Sculpting or sculpture is a branch of the fine arts.  It is visual in nature, and it operates in three dimensions.  Do you know much about sculture?"
62,292,3,Cat,I think its cool that they have such independent personalities,"that is true , they have poorer color vision .","Like most other mammals, cats have poorer color vision and a better sense of smell than humans.","Yes, that is one of the fun things about them. The do have poor color vision though, but also have a better sense of smell than people do"
63,49,0,Bible,"Hi, I know far too little, but have always been interesting in Bible study.",the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.","To start off, the Bible is pretty much just a record of the relationship between humans and God."
64,49,1,Bible,I believe it also to be a guide for the best way to live our lives.,there are many different authors that contributed to the bible .,Many different authors contributed to the Bible.,Many different authors contributed to the Bible with their sacred scriptures.
65,294,0,Caffeine,I dont believe in drinking any liquids with caffeine in it.  What do you think?,caffeine is the world ' s most widely consumed psychoactive drug .,It is the world's most widely consumed psychoactive drug.,"Well i do, sometimes is scary because is the worlds most widely consumed psychoactive drug!"
66,314,0,Arsenal F.C.,"Arsenal F.C. is my favorite football club, are you watching the World Cup?","i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .","Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",Yes definitely! Arsenal are awesome because they're the first club from South of England to join the Football League.
67,57,2,Horror film,"Purge is scary about one night a year when people can commit any crime including murder without consequences, very scary!",have you ever watched scream ? it was directed by wes craven .,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,"That would be a pretty scary world to live in. Do you think it's better than the film ""Scream""? I know it's a bit dated, coming out in 1996, but it's still a great movie."
68,59,1,Alcoholism,"My wife says my weakness is english grammer, but i know it is alcohol.  I sometimes crave a drink around holidays,","that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.","Understandable. It's supposed to be ""festive"", right?! And no doubt on the grammar, as alcohol makes a beeline for the brain (and other organs, like the heart, liver, pancreas....!)"
69,59,3,Alcoholism,"Drinking makes it hard to type, so i was forced to choose between using the internet or drinking.  Hopefully i made the right choice.","i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.","You know what? I'm cheering for you. Obviously your brain is way to beautiful to waste. (And the spectre of cirrhosis, increased risk of cancer, etc .... good motivation)"
70,60,2,List of Walt Disney Pictures films,Oh wow. Anything else you can tell me about their history?,walt disney was founded in 1923 by walt disney brothers .,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.","Yes In fact Disney was founded on October 16, 1923 by two brothers by the name of Walt Disney and Roy O. Disney"
71,62,0,Burrito,My favorite food is burritos. They are delicious.,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",Interetingly burrito is a dish in Mexican and Tex-Mex cuisine
72,64,1,Cheese,I love cheese but not a huge milk fan.,"yes , there are many different types of cheese .",Hundreds of types of cheese from various countries are produced.,"Me too. Despite this, I can't deny the fact that cheese is popular among others and hundred of types of cheese are produced from multiple countries."
73,67,0,People for the Ethical Treatment of Animals,"Do you support PETA, People for the Ethical Treatment of Animals?","yes , peta is an american animal rights organization .","People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.","yes. It's based in Norfolk, Va where I am from originally"
74,69,0,Federal judiciary of the United States,"I'm about to work in the US Federal Judiciary, do you know anything about it?",it is one of the three co - equal branches of the federal government .,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,That's cool! The federal judiciary of the United States comprises one of three branches of the US federal government.
75,980,2,Divorce,I have heard that a divorce can take a while. Im guessing it has to go through the legal process at court?,i am not sure but divorce laws vary considerably around the world .,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.","Yes, it does need the sanction of a court  especially regarding alimony and child custody."
76,979,1,Guitar,I know how to play a few songs on a guitar. Mainly Nirvana and Metallica. Whos your favorite guitarists?,my favorite band is metallica . they are an american heavy metal band from los angeles .,"Metallica is an American heavy metal band from Los Angeles, California.",Oh nice. I was actually just listening to nothing else matters by tthe american heavy medal band. I also like nirvanna. I
77,975,0,Reading (process),Do you like to read?,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).","Yes, I do like to read. It is the process of decoding symbols in order to derive meaning."
78,970,1,Blue,"its awesome, i love all the varieties",blue lies between violet and green on the spectrum of visible light,It lies between violet and green on the spectrum of visible light.,"For sure, blue falls between violet and green both great colors but Blue is superior."
79,969,0,Iceland,I've always wanted to go to Iceland. Have you ever been?,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .","Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",I've never been before.  Isn't that an island located in Europe?  Do you plan to go soon?
80,954,1,The Little Mermaid (1989 film),yes I remember seeing it a long time ago. When was it made?,"i ' m not sure , but it grossed more than 211 million dollars .","The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.","It was released to theaters on November 17, 1989 and made $84 million during the initial release"
81,939,2,Big Brother (franchise),Wow! That is ton of seasons. Where was the show first produced?,"i ' m not sure , but i do know that it was created in the netherlands .","Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",the show originally started in the netherlands in the 1990s
82,703,2,Titanic (1997 film),I didn't know that! I wonder how much money he made off the film? Probably a lot.,"i ' m not sure , but i do know that the film was produced by $ 200 million .","It was the most expensive film ever made at the time, with a production budget of $200 million.",At the time it had the highest budget ever of over $200 million but considering it made over 2 billion means he probably made a ridiculous amount.
83,919,2,System of a Down,"Oh, is it good?","i ' m not sure , but i do know that it was formed in 1994 .","System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",yea System of a Down is a great band
84,916,2,BMW,"Cool, where was it founded?","i ' m not sure but they were founded in munich , bavaria .","The company was founded in 1916 and has its headquarters in Munich, Bavaria.","Its headquarters in Munich, Bavaria"
85,912,0,Grateful Dead,"Ever heard of Grateful Dead? I haven't really,",they are an american rock band formed in 1965 in california .,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",the grateful dead is an american rock bad
86,896,0,The Simpsons,Do you like the Simpsons? Bart is so funny,"yes , it is an american animated sitcom created by matt groening .",The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,I do! The Simpsons was created by Matt Groening for Fox. It is one of my favorite shows!
87,894,1,Marriage,I'm not married. I wonder how the ritual of marriage started?,"i don ' t know , but i do know that the definition of marriage varies around the world .","The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",Im not sure but it does differ from culture to culture and between religions but typically it is an institution in which interpersonal relationships are acknowledged.
88,692,2,Dancing with the Stars,Really? When did that air?,it was the most popular television show in 2006 and 2007 .,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.","It looks like it debuted in the mid 2000s, because the US version was the world's most popular TV program in 2006."
89,888,1,Florida,"Tell me more about Florida, have not been there before",florida has the longest coastline in the contiguous united states .,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",It has the longest coastline in the contiguous US.
90,886,2,Country music,"I'm not sure, I grew up mostly in Dallas and Austin, so a lot of people from different states but specifically California have moved here. I mostly listened to Top Charts music growing up.",country music originated in the southern united states in the early 1920 ' s .,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,"Me too! Even though I grew up in the south, where country music first began in the 1920s. It's pretty popular down here!"
91,876,0,Beer,Nice to meet you! I heard you're a beer fan. I also enjoy a beer now and again.,beer is one of the oldest alcoholic drinks in the world .,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",Yeah beer is great! It's one of the oldest and most widely drank beverages in the world.
92,876,2,Beer,That's amazing! What else can you tell me about beer?,"beer is brewed from cereal grains such as malted barley , wheat , and maize .","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.","Well I know beer can be made from cereal grains like barley, wheat, maize and rice."
93,875,1,Ford Mustang,There have been so many different generations of them but I'm not sure how many.,the first mustang was a two - seater concept car .,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,not sure how many generations there were but i know original 1962 Mustang was a two-seater car
94,874,0,Pink,Pink is my girlfriends favorite colors but I dont like it much,"pink is also associated with charm , politeness and sweetness .","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.","I am like your girlfriend. I love pink which is the color most often associated with politeness, charm, tenderness and femininity."
95,864,3,Tour de France,Didn't he get his medals taken away?,"i am not sure , but i do know that he was banned in the olympics .","However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.","Yes, and in 2012 he was banned from Olympic sports for life as a result of his"
96,863,0,Hollywood,I love all the hollywood style movies,hollywood is located in the central region of los angeles .,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",Hollywood is such a great city! It's actually located in the central region of Los Angeles!
97,861,2,Coffee,Sounds perfect. I'm using Sumatran coffee beans - they're nice and strong too. When did coffee become so popular in the US?,"i am not sure , but it is cultivated in over 70 countries .","Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",By the late 1800's . Coffee plants are now cultivated in over 70 countries
98,860,2,Golden Retriever,What is the average lifespan of a Golden Retriever?,i ' m not sure but i do know that they are suited for suburban or country environments .,Golden Retrievers are well suited to residency in suburban or country environments.,They can live anywhere from 10-15 years and are are suited for suburban or rural environments.
